atc,retention_pred
45.0,0.4973691672816648
54.0,0.5167934780919446
85.0,0.5185459422065448
46.0,0.49320781834651634
96.0,0.5039528528406418
31.0,0.4901557782848795
37.0,0.4995175019206318
16.0,0.5004502772756585
46.0,0.4974334373951944
46.0,0.49943409697695634
78.0,0.5016955934408319
88.0,0.5091503799265713
89.0,0.5145941540541471
61.0,0.49336542484776585
46.0,0.5010008483028584
51.0,0.5098784058629338
62.0,0.4944387987946697
35.0,0.4990221549288819
81.0,0.5011551471305009
42.0,0.4950160720922115
45.0,0.5055855861173033
68.0,0.5052923391843052
75.0,0.5203478482907478
47.0,0.500800921617531
79.0,0.5017823406438426
30.0,0.4988770970672211
24.0,0.5106967114125069
66.0,0.5070495214471775
43.0,0.49845221905217973
34.0,0.4833689722342833
23.0,0.49982264927902387
61.0,0.49733957438163745
95.0,0.5029180670688357
37.0,0.49873997224539646
13.0,0.49412264890460394
97.0,0.5132170169378288
71.0,0.5158981095255677
96.0,0.5106165938763184
7.0,0.49474697577984866
42.0,0.4878188806165872
38.0,0.5112282768329199
52.0,0.5088723230144092
44.0,0.49439945777929123
64.0,0.5084679719984261
13.0,0.5017460691203518
88.0,0.5130888836959043
28.0,0.49215184417192237
96.0,0.5011425523871305
82.0,0.5031279752431002
98.0,0.5204647431545845
98.0,0.5099179363775627
1.0,0.49457130942418526
43.0,0.49400522605582137
42.0,0.5112558155581655
95.0,0.511429541881583
50.0,0.5065150745834445
60.0,0.5049755918329203
1.0,0.4945181962248283
51.0,0.4971448314535358
16.0,0.5092684505966681
39.0,0.48886251819223436
15.0,0.49252738567548815
33.0,0.5040571563310682
87.0,0.5152445922438336
53.0,0.49504709823167553
98.0,0.5088138040661071
17.0,0.495845357145509
6.0,0.48100132989015787
31.0,0.5068496231977849
69.0,0.5111355345615112
40.0,0.4977855300994421
30.0,0.48555767219682505
69.0,0.5026802983026287
76.0,0.4970528307857992
7.0,0.48518512203337905
13.0,0.4911686865212733
4.0,0.5079646865426884
50.0,0.49917462222206943
3.0,0.4865097039643161
12.0,0.49884148409507634
65.0,0.5098615737635945
27.0,0.5035298181473238
50.0,0.5063376834700849
77.0,0.5107883155918737
17.0,0.49613980512362554
72.0,0.5130044793502648
32.0,0.4900073148687155
84.0,0.4997299188133943
51.0,0.4943573898757398
17.0,0.49439092525531475
34.0,0.4962294920818158
35.0,0.49698185481082624
24.0,0.5032705939984086
54.0,0.48789979424804786
18.0,0.5087687182819726
50.0,0.49003200407317676
46.0,0.4849285066155513
48.0,0.4944374042152541
33.0,0.4984733818195424
87.0,0.5198216375236154
27.0,0.48994453809983746
1.0,0.4916732529019574
59.0,0.5011892736354914
10.0,0.48960519507579275
95.0,0.5110333517456824
25.0,0.5069494370820602
84.0,0.5016468671329553
57.0,0.48917812799696886
66.0,0.5048591144468333
15.0,0.5044971559981235
28.0,0.5089948861188028
13.0,0.5053806680343972
14.0,0.5017753597788513
66.0,0.4919683269286244
34.0,0.5033364432392229
25.0,0.5054854698208947
54.0,0.5070598430163537
79.0,0.5166430055271839
12.0,0.5006378697492597
9.0,0.4816753933598622
31.0,0.49977231897192087
78.0,0.4976983102099691
93.0,0.5091977474107198
53.0,0.516967421979042
43.0,0.5009964942806734
38.0,0.5023533777383086
42.0,0.5136374805347679
72.0,0.5140337191865494
48.0,0.5122187389308842
67.0,0.49295702370655126
66.0,0.5021852452441862
16.0,0.5014780343280697
83.0,0.5161051104476304
94.0,0.5004231576252004
16.0,0.49559053978434947
31.0,0.5122059581438715
58.0,0.5031547012080799
28.0,0.49417598644987626
4.0,0.4947738511712925
10.0,0.48007421376012477
51.0,0.509793827932762
18.0,0.49387231734355924
47.0,0.4901479192227777
32.0,0.4923726886937287
30.0,0.49458174352932005
36.0,0.5079288203538749
9.0,0.49602717008154024
36.0,0.49383393627026323
29.0,0.5102999475827709
16.0,0.4886818273141633
92.0,0.5103833538464347
21.0,0.502244763302184
64.0,0.5127025074323515
66.0,0.48565944045299947
59.0,0.4997522476251318
28.0,0.4972426988798347
55.0,0.5006546015538712
31.0,0.4869623414558363
33.0,0.5007298509120248
87.0,0.4944148296464953
60.0,0.5004153435914287
41.0,0.4998795295763381
81.0,0.4932117949768755
46.0,0.49134632586130605
49.0,0.4927817201221403
65.0,0.5123885895765952
42.0,0.5014936566456498
23.0,0.4935042204307683
27.0,0.5036273107552666
89.0,0.5153655925240801
32.0,0.510026849773001
83.0,0.500883092698205
3.0,0.48846824446515535
60.0,0.4866359139801513
76.0,0.5020005017785791
79.0,0.5132944062116622
17.0,0.4976771529114788
32.0,0.5017090758612455
7.0,0.49702813137928503
83.0,0.5115769216143482
71.0,0.5019282191217418
69.0,0.5012639335234147
58.0,0.4971992728600351
40.0,0.5012697061134408
48.0,0.4993623962198291
51.0,0.5009220720358138
57.0,0.5153767821047193
71.0,0.5150785340603747
37.0,0.5046231613222166
87.0,0.5060120549548935
75.0,0.49467828932544633
74.0,0.5062054606747032
85.0,0.4942768854313867
55.0,0.5182458931624497
41.0,0.5164773197636541
97.0,0.5119715052382486
20.0,0.505722333664144
33.0,0.5007686628082979
40.0,0.49214743625481955
34.0,0.5049436973693727
62.0,0.5156869520959637
91.0,0.5074909924659764
19.0,0.4914617723619841
43.0,0.5006781277994485
69.0,0.4983487979103457
63.0,0.5145734562743683
93.0,0.5083267326863702
10.0,0.4940403876089141
13.0,0.49351523871327735
93.0,0.503517012710519
5.0,0.4945357147267396
58.0,0.5006421578706916
59.0,0.4999824404562677
76.0,0.4946864924059785
59.0,0.515018937463942
77.0,0.5054364520810531
86.0,0.509900624639848
15.0,0.49660896602074384
77.0,0.5024801890609704
1.0,0.4962503259626905
38.0,0.5034120949926243
53.0,0.4893806444526125
52.0,0.5127301615513662
1.0,0.48927747080436607
11.0,0.4978386325755062
58.0,0.5055209938934346
40.0,0.48364075955053226
86.0,0.49909534320192667
60.0,0.49915809006184875
44.0,0.4866004401165894
6.0,0.4868550774901855
28.0,0.4862471651383283
31.0,0.5047298396884772
8.0,0.48288043418152116
5.0,0.48889655428949136
54.0,0.5185931849617209
17.0,0.49647289767158487
38.0,0.5006226358783987
9.0,0.4990253396006737
74.0,0.5061563169654058
84.0,0.49727896261573945
78.0,0.5039485178386239
14.0,0.49258419874395565
26.0,0.4992252325401299
62.0,0.5159682146234199
91.0,0.5054671002380828
25.0,0.49485482224967364
80.0,0.4935685982926005
36.0,0.49901626873639504
98.0,0.502496241642296
80.0,0.4999920721360224
33.0,0.5021589527471798
3.0,0.49933081126984963
87.0,0.5096530313392953
11.0,0.4984105908496077
58.0,0.5009562272610315
64.0,0.5053378726031491
18.0,0.49767816099619994
47.0,0.5038573161269664
44.0,0.5056572623387252
93.0,0.5000540915828704
59.0,0.5068948160641488
50.0,0.5007482065568355
69.0,0.5089351575550818
88.0,0.5065294866602992
29.0,0.503183144135272
93.0,0.5005772245329221
90.0,0.506623911179071
67.0,0.5029624253724808
2.0,0.48385247383846025
25.0,0.4857878890470955
19.0,0.4942277643678295
40.0,0.498850673165003
2.0,0.4865700772355338
83.0,0.5065250791390626
65.0,0.5060805012245114
62.0,0.5076135711091101
91.0,0.5197306243709849
54.0,0.4989169014664454
45.0,0.49496651797501995
49.0,0.4955723451108722
69.0,0.497298179418234
38.0,0.4976023359576664
4.0,0.48631819623618955
17.0,0.48099427381701415
53.0,0.495006688367311
85.0,0.4961314474468848
53.0,0.5100217819376498
31.0,0.500046556935499
22.0,0.4954190353889978
11.0,0.48841988436373374
34.0,0.5046258780225351
15.0,0.5059947373939654
10.0,0.5008801341347565
96.0,0.5016114907274248
53.0,0.496964962320092
48.0,0.5074039074904432
31.0,0.49327741739034936
37.0,0.5103559285281233
28.0,0.5013925896538051
31.0,0.5086168237542662
70.0,0.5148910863464559
14.0,0.48581974454920296
87.0,0.5075577509049277
16.0,0.4892213981459674
25.0,0.5041409610380244
39.0,0.5037952645706992
66.0,0.5049048417537276
38.0,0.49239560468216653
41.0,0.48830453027493265
98.0,0.5104601568269688
40.0,0.48516044618980125
64.0,0.5068256566777838
89.0,0.5099467186470885
16.0,0.487934081074641
82.0,0.493261122467249
77.0,0.5042545379345306
59.0,0.5158651356413391
91.0,0.5087711359016344
98.0,0.496468658973493
11.0,0.4982079880448501
1.0,0.47664567246557377
13.0,0.4948269105892214
30.0,0.5011237205707126
69.0,0.5081351067248693
18.0,0.5007357671957511
78.0,0.5068671383210008
13.0,0.48051409437761594
32.0,0.4968976708460529
71.0,0.5002874601526361
72.0,0.514772870386917
50.0,0.5136531981050457
71.0,0.49500841396106565
80.0,0.4902957027746811
31.0,0.5101812176875866
51.0,0.5107796534309232
27.0,0.48249135048178726
60.0,0.49262292575475464
33.0,0.5002595107814245
53.0,0.500175499903139
93.0,0.5019284421664576
72.0,0.49435479485197226
33.0,0.5120398393448102
41.0,0.498140166411562
19.0,0.5063468889104473
41.0,0.49809774797586115
85.0,0.5063348508496668
89.0,0.5097351043153194
42.0,0.503214397734401
23.0,0.48514909476863005
75.0,0.5065164073930676
33.0,0.49404315751736316
20.0,0.5007919015059467
25.0,0.4982742830424798
90.0,0.5096870110801568
52.0,0.5018387528761529
12.0,0.49433263801980803
32.0,0.48653044853700017
33.0,0.49042083425843824
74.0,0.5151413414450784
68.0,0.4869420033487852
15.0,0.488122118247709
51.0,0.49881161857345585
6.0,0.4870807881136134
69.0,0.5025175663803133
69.0,0.5026111438160411
82.0,0.5021453122502554
92.0,0.5163962346814486
35.0,0.5007885615894682
86.0,0.504838432982664
34.0,0.4888478308769478
63.0,0.5067008536143158
68.0,0.5070158551613708
18.0,0.4864030777927161
26.0,0.4947911462982259
86.0,0.5202571103421787
97.0,0.5034487550355199
61.0,0.49624650483482896
78.0,0.5200289733758942
95.0,0.49357667847473724
74.0,0.5099472379011243
88.0,0.5030597505656446
85.0,0.49257240667068064
48.0,0.5114404763321987
72.0,0.5000454977426295
31.0,0.5033929426570478
34.0,0.5029477758711564
87.0,0.5096406802972778
7.0,0.4949238781643559
83.0,0.4944644235665741
7.0,0.4951883695035998
47.0,0.49161952952790605
8.0,0.4998486606436957
78.0,0.506797920643136
1.0,0.4783927656710434
77.0,0.5099695678051377
3.0,0.4874062137177496
53.0,0.48805828492182685
92.0,0.49297072829144567
38.0,0.5143889646274158
51.0,0.5135672179081823
15.0,0.5061021688484583
67.0,0.5116553360137451
64.0,0.502428391945119
68.0,0.5034409913936593
5.0,0.4920155239795247
90.0,0.5081259110029528
89.0,0.5081156537801836
10.0,0.49415577062713134
8.0,0.4907826838314671
12.0,0.500735585911576
64.0,0.5085349394359129
59.0,0.5087993786261269
67.0,0.5063293798245537
91.0,0.5087045359024546
50.0,0.49799167312023745
23.0,0.5122358839777629
40.0,0.5141516416887659
97.0,0.5097551090256148
78.0,0.5124438125536854
87.0,0.4902474155945383
95.0,0.4954322381525944
77.0,0.5097806166423337
76.0,0.5101136032172157
18.0,0.4992115569005868
21.0,0.49166067925651025
1.0,0.4972488253704849
38.0,0.4980336580237134
41.0,0.4916034522502342
42.0,0.49649103318063004
9.0,0.49437672838158925
23.0,0.4915181548792695
78.0,0.50587951402046
11.0,0.4919021475821862
71.0,0.5117357174128213
31.0,0.49732481837294346
88.0,0.5170212398815743
26.0,0.4895202664949346
30.0,0.49979295223833725
34.0,0.4926295467914542
46.0,0.5145429300502078
69.0,0.4979946105124027
5.0,0.48888401465196024
61.0,0.4901257762272769
83.0,0.49833182597954384
38.0,0.4927036583481531
28.0,0.4970574276714336
26.0,0.5121161669960341
61.0,0.5042981568801509
23.0,0.5125264376970861
46.0,0.513360319200225
30.0,0.49817702128048347
67.0,0.49708618990847175
92.0,0.5150897972574835
33.0,0.4895682177913818
3.0,0.4938926462309322
69.0,0.4928550812584883
83.0,0.5078171868865057
42.0,0.49801728588493255
62.0,0.5125498426454111
58.0,0.5175533484184588
57.0,0.48951450880785097
1.0,0.48385859444063833
73.0,0.5105521435584074
60.0,0.5013401090050047
69.0,0.5171852485907267
59.0,0.49918876283092595
46.0,0.5009401763244963
34.0,0.504318096696326
97.0,0.5009413227043804
25.0,0.4943625858481075
42.0,0.4983528626359224
29.0,0.49404342441786503
25.0,0.4983958932779332
54.0,0.5082948424580913
73.0,0.49738089472021774
67.0,0.5019560483771356
15.0,0.49039360353488637
4.0,0.4993815192487799
38.0,0.4846970509663181
20.0,0.5021424217942982
23.0,0.49381197686034717
37.0,0.5069015344972069
62.0,0.5125019565226445
8.0,0.4860134852210044
37.0,0.4915147650999243
45.0,0.49437741481952074
97.0,0.5134827376674999
33.0,0.5009505956586567
7.0,0.4863547164812456
22.0,0.487060398268234
5.0,0.47649272620890526
15.0,0.495538366395413
21.0,0.5015443011843016
89.0,0.49896250815014737
17.0,0.4946776217755801
56.0,0.5053770923253094
50.0,0.5007841524884149
7.0,0.49660234264462727
50.0,0.49079601277895335
60.0,0.5193560170291798
83.0,0.4945647646169598
7.0,0.507025126212717
40.0,0.4887261665971284
45.0,0.4886667420293098
59.0,0.5063669160768148
88.0,0.4940802874898185
75.0,0.5071567035820551
55.0,0.5177540483681974
64.0,0.4905893052601736
65.0,0.49422511009012876
54.0,0.5099813016525093
40.0,0.4981572811030899
53.0,0.5059506925733154
44.0,0.49953595330126876
63.0,0.4982215727267321
2.0,0.482111460442929
79.0,0.49830430869824105
21.0,0.5020605668443362
88.0,0.505025536774658
50.0,0.5159755071488832
81.0,0.5064011238020266
52.0,0.49054749464074604
9.0,0.49491182030782926
20.0,0.5051089686184539
83.0,0.5026277347547791
18.0,0.5020206790550331
84.0,0.5113696604123892
